rank,gene_id,tcga_cox_p,cptac_cox_p,is_literature_curated
821,ENSG00000160606.11,0.0877445327331018,0.0189052475818443,False
822,ENSG00000171405.12,0.1065495680136183,0.000241284295238,False
823,ENSG00000075651.16,0.0323779475534025,0.0745453142999448,False
824,ENSG00000213186.8,0.0310734900494034,0.0762306191794985,False
825,ENSG00000188811.14,0.0519730640177179,0.055531445389125,False
826,ENSG00000149100.13,0.0492831723751504,0.0583372335765065,False
827,ENSG00000150776.18,0.0849104343843849,0.0227769242991506,False
828,ENSG00000012174.12,0.104751431574199,0.0031193171826485,False
829,ENSG00000188060.7,0.0537940946799335,0.0542242237488807,False
830,ENSG00000005513.10,0.0913433331844763,0.0169946186343571,False
831,ENSG00000179772.8,0.0548341535707665,0.0536465356196298,False
832,ENSG00000164077.14,0.0685003557877379,0.0401337806085425,False
833,ENSG00000259060.7,0.0591966410339341,0.0494578992629794,False
834,ENSG00000104375.17,0.0027604744183512,0.1059383117173089,False
835,ENSG00000173285.4,0.0969225563381288,0.0118116202303428,False
836,ENSG00000140511.12,0.0895121250577833,0.0193983390906848,False
837,ENSG00000158805.12,0.0385534637107042,0.0707267605416058,False
838,ENSG00000176040.13,0.0416441403537158,0.0676374391208345,False
839,ENSG00000119866.22,0.0086283650189588,0.1007202109834098,False
840,ENSG00000178795.9,0.0060033128727434,0.1033627859735264,False
841,ENSG00000137965.11,0.003324751859862,0.1062494505836162,False
842,ENSG00000125246.15,0.0889840917769128,0.0207396628310642,False
843,ENSG00000179144.5,0.0561707672170037,0.0536895005798272,False
844,ENSG00000181924.7,0.0061249085539872,0.1040367889697096,False
845,ENSG00000127152.18,0.1061850698454705,0.0040366816240032,False
846,ENSG00000215041.10,0.0011126512775417,0.1095551632816635,False
847,ENSG00000085063.17,0.0607225953166205,0.0501096213890443,False
848,ENSG00000179058.7,0.0490303713232545,0.0618898784482584,False
849,ENSG00000133019.12,0.0825215512542926,0.0284327670410286,False
850,ENSG00000048740.18,0.0186713625350099,0.0923538187474262,False
851,ENSG00000168079.17,0.0075465299627103,0.1035045653962926,False
852,ENSG00000174500.13,0.0293253187542882,0.0817990088803095,False
853,ENSG00000117501.14,0.0003316764603905,0.110870420250579,False
854,ENSG00000109063.15,0.0095533869383759,0.1020172321180883,False
855,ENSG00000162923.17,0.0571631585512573,0.0544183468732094,False
856,ENSG00000198498.10,0.0059899475163065,0.105713242703226,False
857,ENSG00000068438.15,0.0020790678999757,0.1096834284197414,False
858,ENSG00000198026.8,0.0970538811741107,0.014812208566547,False
859,ENSG00000273899.5,0.0840900613694142,0.0280169875919935,False
860,ENSG00000179627.10,0.0653627944890561,0.0467932292129753,False
861,ENSG00000113263.13,0.0968951228655004,0.0153466223111375,False
862,ENSG00000146285.14,0.0764780658843355,0.0357790385147336,False
863,ENSG00000183307.4,0.0936761148829529,0.0186814202182208,False
864,ENSG00000081181.8,0.0924384863781422,0.0200152852145268,False
865,ENSG00000265354.4,0.063765855158279,0.0493243762971731,False
866,ENSG00000119917.14,0.0008729464494457,0.1123908859324333,False
867,ENSG00000178150.10,0.0987804142295328,0.0145306301467878,False
868,ENSG00000080986.13,0.1048826932619697,0.0084356727678035,False
869,ENSG00000175592.9,0.1025346764696883,0.0108999836993268,False
870,ENSG00000100239.16,0.0368517524127493,0.0766159410440016,False
871,ENSG00000123609.11,0.0067707598822448,0.1068630525539519,False
872,ENSG00000102755.12,0.1007940018970431,0.0128586458695436,False
873,ENSG00000281106.4,0.0545295635480843,0.059181482518923,False
874,ENSG00000111231.9,0.1022742576672653,0.0115558562957708,False
875,ENSG00000186204.15,0.0281353620135227,0.0857498975303207,False
876,ENSG00000108590.11,0.1003963468197688,0.0138207505460271,False
877,ENSG00000092853.14,0.0565076339199791,0.0577519359673446,False
878,ENSG00000076662.10,0.107079418089979,0.0071913352743505,False
879,ENSG00000188643.11,0.0254893969384091,0.0887935863252498,False
880,ENSG00000132603.15,0.0617172069009819,0.0526850023331586,False
881,ENSG00000156384.14,0.1129934053035085,0.0015810503071623,False
882,ENSG00000072858.11,0.0816633494366858,0.0329370298167272,False
883,ENSG00000196843.17,0.0260003815346854,0.0886158209308707,False
884,ENSG00000181143.15,0.0074771858343689,0.1071557412336163,False
885,ENSG00000165879.9,0.0226429234664586,0.0921422190896513,False
886,ENSG00000174720.16,0.0644744947501394,0.0503967351127639,False
887,ENSG00000258453.3,0.0003734011582154,0.1146596227614185,False
888,ENSG00000143797.12,0.1035612501576989,0.011494460966808,False
889,ENSG00000160188.10,0.1051481804253137,0.0099607157383239,False
890,ENSG00000141425.18,0.0829283739860924,0.0321924574111528,False
891,ENSG00000176177.10,0.0391629735366637,0.0762156793060461,False
892,ENSG00000166428.14,0.1087416013368734,0.0068169991503976,False
893,ENSG00000129460.16,0.1069803731157973,0.0086507726442399,False
894,ENSG00000124657.1,0.0196459076291558,0.095987737473033,False
895,ENSG00000073910.22,0.1144777132351752,0.0011821852081419,False
896,ENSG00000140263.15,0.0689663127821213,0.0469122929314787,False
897,ENSG00000117215.15,0.0938770220532258,0.0226925030492962,False
898,ENSG00000172005.11,0.0829194276856072,0.0337467337188445,False
899,ENSG00000144895.12,0.0777933843032845,0.0392068683134622,False
900,ENSG00000155093.19,0.0809984263503447,0.0360991316282079,False
901,ENSG00000126458.4,0.023551351526655,0.0935764562604528,False
902,ENSG00000173200.13,0.0697816660044359,0.0474251267546391,False
903,ENSG00000175582.20,0.1136649927144059,0.0035738750555626,False
904,ENSG00000283208.2,0.0608529582894553,0.0565180432656031,False
905,ENSG00000110514.19,0.0034123486912569,0.1139662539350418,False
906,ENSG00000165804.16,0.0969710736800393,0.0207421288501382,False
907,ENSG00000104320.14,0.0449445984660374,0.0729253427004206,False
908,ENSG00000179933.6,0.0264155372879369,0.0918228874478385,False
909,ENSG00000196119.8,0.0868165456088591,0.031557616679416,False
910,ENSG00000147251.15,0.0691866179827885,0.0494312809925771,False
911,ENSG00000022355.18,0.0629988003116905,0.0557387872909288,False
912,ENSG00000260729.1,0.0941341158585309,0.0247896480555132,False
913,ENSG00000128849.11,0.0311731259134322,0.0878645921633254,False
914,ENSG00000130876.11,0.0485000902508385,0.0705801998255948,False
915,ENSG00000213654.10,0.1052598223556425,0.013917697159669,False
916,ENSG00000137547.9,0.0960509353478011,0.0231300879066917,False
917,ENSG00000158481.13,0.1146519658388251,0.0045963563054981,False
